decision_id,candidate_name,candidate_qty_ton,candidate_status,scenario_name,month_idx,begin_inventory_ton,receipt_open_po_ton,receipt_candidate_ton,available_before_demand_ton,demand_ton,shortage_ton,ending_inventory_ton,emergency_buy_ton,open_po_cost,candidate_cost,emergency_buy_cost,total_month_cost
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,stress,4,5700.0,0.0,0.0,5700.0,29400.0,23700.0,0.0,23700.0,0.0,0.0,17953997.568,17953997.568
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+10lot,30000.0,conditional,shock,4,0.0,2500.0,30000.0,32500.0,31360.000000000004,0.0,1139.9999999999964,0.0,1825200.0,19440000.0,0.0,21265200.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,base,3,6000.0,2500.0,32500.0,41000.0,29000.0,0.0,12000.0,0.0,1672500.0,21060000.0,0.0,22732500.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,base,4,12000.0,0.0,0.0,12000.0,28000.0,16000.0,0.0,16000.0,0.0,0.0,11681280.0,11681280.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,stress,3,3650.0,2500.0,32500.0,38650.0,30450.0,0.0,8200.0,0.0,1722675.0000000002,21060000.0,0.0,22782675.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,stress,4,8200.0,0.0,0.0,8200.0,29400.0,21200.0,0.0,21200.0,0.0,0.0,16060115.968,16060115.968
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+11lot,32500.0,conditional,shock,4,0.0,2500.0,32500.0,35000.0,31360.000000000004,0.0,3639.9999999999964,0.0,1825200.0,21060000.0,0.0,22885200.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,base,3,6000.0,2500.0,35000.0,43500.0,29000.0,0.0,14500.0,0.0,1672500.0,22680000.0,0.0,24352500.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,base,4,14500.0,0.0,0.0,14500.0,28000.0,13500.0,0.0,13500.0,0.0,0.0,9856080.0,9856080.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,stress,3,3650.0,2500.0,35000.0,41150.0,30450.0,0.0,10700.0,0.0,1722675.0000000002,22680000.0,0.0,24402675.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,stress,4,10700.0,0.0,0.0,10700.0,29400.0,18700.0,0.0,18700.0,0.0,0.0,14166234.368,14166234.368
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+12lot,35000.0,conditional,shock,4,0.0,2500.0,35000.0,37500.0,31360.000000000004,0.0,6139.999999999996,0.0,1825200.0,22680000.0,0.0,24505200.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,base,3,6000.0,2500.0,37500.0,46000.0,29000.0,0.0,17000.0,0.0,1672500.0,24300000.0,0.0,25972500.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,base,4,17000.0,0.0,0.0,17000.0,28000.0,11000.0,0.0,11000.0,0.0,0.0,8030880.000000001,8030880.000000001
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,stress,3,3650.0,2500.0,37500.0,43650.0,30450.0,0.0,13200.0,0.0,1722675.0000000002,24300000.0,0.0,26022675.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,stress,4,13200.0,0.0,0.0,13200.0,29400.0,16200.0,0.0,16200.0,0.0,0.0,12272352.768000001,12272352.768000001
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+13lot,37500.0,conditional,shock,4,0.0,2500.0,37500.0,40000.0,31360.000000000004,0.0,8639.999999999996,0.0,1825200.0,24300000.0,0.0,26125200.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,base,3,6000.0,2500.0,40000.0,48500.0,29000.0,0.0,19500.0,0.0,1672500.0,25920000.0,0.0,27592500.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,base,4,19500.0,0.0,0.0,19500.0,28000.0,8500.0,0.0,8500.0,0.0,0.0,6205680.0,6205680.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,stress,3,3650.0,2500.0,40000.0,46150.0,30450.0,0.0,15700.0,0.0,1722675.0000000002,25920000.0,0.0,27642675.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,stress,4,15700.0,0.0,0.0,15700.0,29400.0,13700.0,0.0,13700.0,0.0,0.0,10378471.168000001,10378471.168000001
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,MOQ+14lot,40000.0,conditional,shock,4,0.0,2500.0,40000.0,42500.0,31360.000000000004,0.0,11139.999999999996,0.0,1825200.0,25920000.0,0.0,27745200.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,base,1,48000.0,0.0,0.0,48000.0,23000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,base,2,25000.0,5000.0,0.0,30000.0,24000.0,0.0,6000.0,0.0,3290000.0,0.0,0.0,3290000.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,base,3,6000.0,2500.0,55000.0,63500.0,29000.0,0.0,34500.0,0.0,1672500.0,35640000.0,0.0,37312500.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,base,4,34500.0,0.0,0.0,34500.0,28000.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,stress,1,48000.0,0.0,0.0,48000.0,24150.0,0.0,23850.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,stress,2,23850.0,5000.0,0.0,28850.0,25200.0,0.0,3650.0,0.0,3388700.0,0.0,0.0,3388700.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,stress,3,3650.0,2500.0,55000.0,61150.0,30450.0,0.0,30700.0,0.0,1722675.0000000002,35640000.0,0.0,37362675.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,stress,4,30700.0,0.0,0.0,30700.0,29400.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,shock,1,48000.0,0.0,0.0,48000.0,25760.000000000004,0.0,22239.999999999996,0.0,0.0,0.0,0.0,0.0
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,shock,2,22239.999999999996,0.0,0.0,22239.999999999996,26880.000000000004,4640.000000000007,0.0,4640.000000000007,0.0,0.0,3627106.5600000066,3627106.5600000066
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,shock,3,0.0,5000.0,0.0,5000.0,32480.000000000004,27480.000000000004,0.0,27480.000000000004,3612600.0000000005,0.0,21840334.560000006,25452934.560000006
RAW_SUGAR_2026-04,shortage_anchored,55000.0,blocked,shock,4,0.0,2500.0,55000.0,57500.0,31360.000000000004,0.0,26139.999999999996,0.0,1825200.0,35640000.0,0.0,37465200.0
